id_ev;sesgo;sexo;tamano;comentario_ex;comentario
4_4;0;0;1;Masculino. evaluaciones menos sistematicas;evaluaciones menos sistematicas
140_7;0;0;1;Masculino. mas dominio de los ejercicios;mas dominio de los ejercicios
85_4;0;0;1;Masculino. clases agradables e interesantes;clases agradables e interesantes
79_4;0;0;1;Masculino. explica muy bien y con paciencia;explica muy bien y con paciencia
24_4;0;0;1;Masculino. buen dominio de lo que explica;buen dominio de lo que explica
129_4;0;0;1;Masculino. hacer mas clases en horario de atencion;hacer mas clases en horario de atencion
107_4;0;0;1;Masculino. las clases pudieron ser mas interactivas;las clases pudieron ser mas interactivas
126_1;0;0;1;Masculino. prepare mejor las clases;prepare mejor las clases
46_8;0;0;1;Masculino. buena suerte profesor en su nueva etapa;buena suerte profesor en su nueva etapa
135_2;0;0;1;Masculino. cercano con los estudiantes;cercano con los estudiantes
42_7;0;0;1;Masculino. entrega de notas de manera oportuna;entrega de notas de manera oportuna
85_3;0;0;1;Masculino. excelente como profesor de arduino;excelente como profesor de arduino
50_2;0;0;1;Masculino. repite siempre lo mismo en clases;repite siempre lo mismo en clases
141_8;0;0;1;Masculino. sugiero comenzar las clases a la hora;sugiero comenzar las clases a la hora
101_2;0;0;1;Masculino. deberia pensar antes de hablar;deberia pensar antes de hablar
33_3;0;0;1;Masculino. tipos de evaluaciones son muy diversas;tipos de evaluaciones son muy diversas
99_4;0;0;1;Masculino. el profesor domina los temas;el profesor domina los temas
87_3;0;0;1;Masculino. muy mal metodo de enseñanza;muy mal metodo de enseñanza
49_6;0;0;1;Masculino. para revisar los certamenes;para revisar los certamenes
93_7;0;0;1;Masculino. importancia del trabajo practico;importancia del trabajo practico
105_7;0;0;1;Masculino. explica contenidos con claridad;explica contenidos con claridad
147_3;0;0;1;Masculino. otras formas de evaluacion;otras formas de evaluacion
108_4;0;0;1;Masculino. domina los contenidos correspondientes;domina los contenidos correspondientes
148_4;0;0;1;Masculino. puntualidad en el inicio de la clase;puntualidad en el inicio de la clase
82_7;0;0;1;Masculino. profe muestre las pautas para guiarse;profe muestre las pautas para guiarse
64_2;0;0;1;Masculino. buena expliacion me gusta su metodologia;buena expliacion me gusta su metodologia
15_3;0;0;1;Masculino. que no de tanta tarea para la casa;que no de tanta tarea para la casa
79_8;0;0;1;Masculino. metedologia muy pedagogica;metedologia muy pedagogica
138_8;0;0;1;Masculino. expresar los contenidos de mejor manera;expresar los contenidos de mejor manera
28_1;0;0;1;Masculino. su forma de explicar es poco clara;su forma de explicar es poco clara
18_8;0;0;1;Masculino. no hay interaccion presencial;no hay interaccion presencial
2_2;0;0;1;Masculino. profesor claro para plantear ideas;profesor claro para plantear ideas
24_8;0;0;1;Masculino. evalua lo que enseÃ±a en clases;evalua lo que enseÃ±a en clases
149_3;0;0;1;Masculino. entregue las notas segun corresponda;entregue las notas segun corresponda
74_4;0;0;1;Masculino. un poco mas de dinamismo as sus clases;un poco mas de dinamismo as sus clases
80_2;0;0;1;Masculino. muy simpatico y comprensivo;muy simpatico y comprensivo
9_4;0;0;1;Masculino. se agradece el apoyo del docente;se agradece el apoyo del docente
65_2;0;0;1;Masculino. poca disposicion para enseñar;poca disposicion para enseñar
115_7;0;0;1;Masculino. muy buen profesor de vocacion;muy buen profesor de vocacion
84_8;0;0;1;Masculino. las clases sean mas entretenidas;las clases sean mas entretenidas
101_7;0;0;1;Masculino. entregar mas confianza a sus alumnos;entregar mas confianza a sus alumnos
50_4;0;0;1;Masculino. profesor que domina el ramo;profesor que domina el ramo
57_2;0;0;1;Masculino. disponibilidad para corregir;disponibilidad para corregir
17_6;0;0;1;Masculino. falta de dominio en el ramo;falta de dominio en el ramo
26_1;0;0;1;Masculino. muy acelerado con sus ideas;muy acelerado con sus ideas
42_8;0;0;1;Masculino. mejorar la docencia en el ambito tecnico;mejorar la docencia en el ambito tecnico
120_2;0;0;1;Masculino. me gusta mucho su asignatura;me gusta mucho su asignatura
89_8;0;0;1;Masculino. mas preocupacion en el laboratorio;mas preocupacion en el laboratorio
36_4;0;0;1;Masculino. motiva a sus estudiantes a descubrir;motiva a sus estudiantes a descubrir
94_7;0;0;1;Masculino. informar a alumnos ausencias via correo;informar a alumnos ausencias via correo
106_1;0;0;1;Masculino. hace que sea todo mas facil;hace que sea todo mas facil
40_7;0;0;1;Masculino. deberia recuperar las clases perdidas;deberia recuperar las clases perdidas
113_4;0;0;1;Masculino. muy buenas y practicas clases;muy buenas y practicas clases
9_1;0;0;1;Masculino. explica muy bien sus clases;explica muy bien sus clases
53_8;0;0;1;Masculino. mejorar trato hacia los alumnos;mejorar trato hacia los alumnos
104_4;0;0;1;Masculino. mejorar la entonacion de la voz;mejorar la entonacion de la voz
58_2;0;0;1;Masculino. que sea mas ordenando porfavor;que sea mas ordenando porfavor
127_4;0;0;1;Masculino. un poco mas didactica sus clases;un poco mas didactica sus clases
130_4;0;0;1;Masculino. exelente dominio de contenido;exelente dominio de contenido
103_1;0;0;1;Masculino. muy buena la ejecucion del curso;muy buena la ejecucion del curso
87_8;0;0;1;Masculino. que hiciera mas ordenada las mallas;que hiciera mas ordenada las mallas
145_1;0;0;1;Masculino. coordinarse mas con las otras secciones;coordinarse mas con las otras secciones
64_7;0;0;1;Masculino. me gusta su metodo autodidacta;me gusta su metodo autodidacta
106_7;0;0;1;Masculino. no asumir que sabemos todo!;no asumir que sabemos todo!
76_7;0;0;1;Masculino. muy buen profesor y execelente persona;muy buen profesor y execelente persona
5_6;0;0;1;Masculino. un poco de simpatia risa intensa;un poco de simpatia risa intensa
34_8;0;0;1;Masculino. que resuelva mas ejercicios en clases;que resuelva mas ejercicios en clases
146_1;0;0;1;Masculino. que califique los conocimientos;que califique los conocimientos
108_2;0;0;1;Masculino. entrega de un mejor contenido teorico;entrega de un mejor contenido teorico
39_1;0;0;0;Masculino. muy buena clase 10/10;muy buena clase 10/10
25_1;0;0;0;Masculino. buen profesor 10/10;buen profesor 10/10
43_7;0;0;0;Masculino. buen dominio contenido;buen dominio contenido
78_4;0;0;0;Masculino. que le vaya bien;que le vaya bien
140_4;0;0;0;Masculino. buen profesof;buen profesof
56_8;0;0;0;Masculino. buen profesor de ingles;buen profesor de ingles
28_4;0;0;0;Masculino. explicar graficamente;explicar graficamente
83_7;0;0;0;Masculino. videos;videos
79_7;0;0;0;Masculino. que siga a si;que siga a si
66_7;0;0;0;Masculino. al limite;al limite
151_8;0;0;0;Masculino. mas teoria;mas teoria
62_7;0;0;0;Masculino. no profe;no profe
7_6;0;0;0;Masculino. clases de alta calidad;clases de alta calidad
151_3;0;0;0;Masculino. es un bu en profesor;es un bu en profesor
61_7;0;0;0;Masculino. clases mas practico;clases mas practico
35_7;0;0;0;Masculino. sorpresa;sorpresa
111_7;0;0;0;Masculino. roma lo mas grande;roma lo mas grande
9_8;0;0;0;Masculino. lo felicito;lo felicito
136_1;0;0;0;Masculino. falta conveniencia;falta conveniencia
25_6;0;0;0;Masculino. explique mas ejercicios;explique mas ejercicios
101_3;0;0;0;Masculino. que no escriba tanto;que no escriba tanto
83_2;0;0;0;Masculino. todo ok con el profe;todo ok con el profe
132_7;0;0;0;Masculino. execlente profesor;execlente profesor
58_6;0;0;0;Masculino. bacan!;bacan!
3_7;0;0;0;Masculino. mejor profeeeeee;mejor profeeeeee
114_7;0;0;0;Masculino. mas proactivo;mas proactivo
59_4;0;0;0;Masculino. muy buena onda;muy buena onda
26_4;0;0;0;Masculino. de mas tareas que test;de mas tareas que test
40_6;0;0;0;Masculino. buen profesor encargado;buen profesor encargado
15_2;0;0;0;Masculino. habla mu rapido;habla mu rapido
10_7;0;0;0;Masculino. nada mas agregar;nada mas agregar
92_3;0;0;0;Masculino. excelente catedra;excelente catedra
23_2;0;0;0;Masculino. no es ningun aporte;no es ningun aporte
61_8;0;0;0;Masculino. es amable y paciente;es amable y paciente
11_1;0;0;0;Masculino. reforzar mas;reforzar mas
84_1;0;1;3;Femenino. explicar que en las evaluaciones existira materia adicional a la explicada en clases;explicar que en las evaluaciones existira materia adicional a la explicada en clases
43_1;0;1;3;Femenino. investigacion deberia tener mas tiempo como asignatura de pregrado;investigacion deberia tener mas tiempo como asignatura de pregrado
45_7;0;1;3;Femenino. no utilizar lenguaje muy tecnico para lograr una mejor comprension de lo que desea entregar;no utilizar lenguaje muy tecnico para lograr una mejor comprension de lo que desea entregar
133_8;0;1;3;Femenino. se nota que domina la materia que enseÃ±a deberia ser un poco mas accesible para tener uno la confianza de preguntar las dudas;se nota que domina la materia que enseÃ±a deberia ser un poco mas accesible para tener uno la confianza de preguntar las dudas
115_4;0;1;3;Femenino. sus clases son didacticas y salen de lo comun de la tipica clase teorica;sus clases son didacticas y salen de lo comun de la tipica clase teorica
96_7;0;1;3;Femenino. la evaluacion es para el profesor de remplazo que practicamente el nos hizo la asignatura;la evaluacion es para el profesor de remplazo que practicamente el nos hizo la asignatura
23_6;0;1;3;Femenino. una gran profesora ya que domina y sabe mucho contenido util en las clases;una gran profesora ya que domina y sabe mucho contenido util en las clases
63_8;0;1;3;Femenino. la unica sugerencia es que entregue las calificaciones de las evaluaciones en el periodo estimado en lo demas se desempeÃ±a de manera notable;la unica sugerencia es que entregue las calificaciones de las evaluaciones en el periodo estimado en lo demas se desempeÃ±a de manera notable
127_7;0;1;3;Femenino. sus clases didacticas se aprendio pero si habian muchas cosas que no nos enseÃ±aron y que teniamos que verlo por nuestra propia cuenta o no supieron ordenar los contenidos;sus clases didacticas se aprendio pero si habian muchas cosas que no nos enseÃ±aron y que teniamos que verlo por nuestra propia cuenta o no supieron ordenar los contenidos
31_7;0;1;3;Femenino. demuestra dominio de los contenidos de la disciplina que enseÃ±a. en ocasiones ante alguna duda de las estudiantes;demuestra dominio de los contenidos de la disciplina que enseÃ±a. en ocasiones ante alguna duda de las estudiantes
26_7;0;1;3;Femenino. podrian realizarse en clases mas simulaciones entre pares para aplicar la materia;podrian realizarse en clases mas simulaciones entre pares para aplicar la materia
6_8;0;1;3;Femenino. por que nos hacen evaluar profesores con los que no tenemos clases;por que nos hacen evaluar profesores con los que no tenemos clases
54_7;0;1;3;Femenino. ojala siga asi de interactivo el programa. cuidar el tiempo que dura la asignatura;ojala siga asi de interactivo el programa. cuidar el tiempo que dura la asignatura
45_8;0;1;3;Femenino. a veces la encontre un poco fome pero la profesora lo hizo bien y creo que fue muy consciente de no hacerlo solo teorico;a veces la encontre un poco fome pero la profesora lo hizo bien y creo que fue muy consciente de no hacerlo solo teorico
116_7;0;1;3;Femenino. debe mejorar un poco mas su espaÃ±ol ya que en algunos casos es dificil hacer preguntas ya que no entiende lo que le preguntamos;debe mejorar un poco mas su espaÃ±ol ya que en algunos casos es dificil hacer preguntas ya que no entiende lo que le preguntamos
148_7;0;1;3;Femenino. la profesora especialmente no tiene concordancia en sus clases a demas de un trato bastante inferior y discriminador hacia los alumnos;la profesora especialmente no tiene concordancia en sus clases a demas de un trato bastante inferior y discriminador hacia los alumnos
105_8;0;1;3;Femenino. la forma en la que explica las actividades y contenidos son muy claras y faciles de entender;la forma en la que explica las actividades y contenidos son muy claras y faciles de entender
96_1;0;1;3;Femenino. mantener una congruencia sobre las cosas enseñadas por ambos profesores;mantener una congruencia sobre las cosas enseñadas por ambos profesores
89_4;0;1;3;Femenino. profesora que domina los temas que enseña y comprometida con su quehacer profesional;profesora que domina los temas que enseña y comprometida con su quehacer profesional
148_2;0;1;3;Femenino. docente sin las habilidades para ejercer el ramo de neurolingüistica;docente sin las habilidades para ejercer el ramo de neurolingüistica
150_8;0;1;3;Femenino. muy buenas sus clases lo unico que se puede decir es que eran muchas horas juntas;muy buenas sus clases lo unico que se puede decir es que eran muchas horas juntas
48_7;0;1;3;Femenino. buena profesora aunque espera mucho de los alumnos aunque la calidad y cantidad que se enseÃ±a es bastante menor a la que cree;buena profesora aunque espera mucho de los alumnos aunque la calidad y cantidad que se enseÃ±a es bastante menor a la que cree
51_7;0;1;3;Femenino. buena profesora pero necesitamos guias para reforzar lo visto en clases;buena profesora pero necesitamos guias para reforzar lo visto en clases
69_8;0;1;3;Femenino. seria de mucha ayuda que realizara mas ayudantias en las evaluaciones practicas;seria de mucha ayuda que realizara mas ayudantias en las evaluaciones practicas
59_6;0;1;3;Femenino. las clases deberian enfocarse un poco mas en el area gramatical y no simple en la realizacion de una guia;las clases deberian enfocarse un poco mas en el area gramatical y no simple en la realizacion de una guia
119_4;0;1;3;Femenino. deberia considerar las diferencias de sus alumnos al momento de definir los tiempos para responder las evaluaciones;deberia considerar las diferencias de sus alumnos al momento de definir los tiempos para responder las evaluaciones
50_7;0;1;3;Femenino. promueve la participacion de estudiantes mediante la tecnologia disponible y relaciona los contenidos vistos a problemas electricos y/o hipoteticos;promueve la participacion de estudiantes mediante la tecnologia disponible y relaciona los contenidos vistos a problemas electricos y/o hipoteticos
122_1;0;1;3;Femenino. los laboratorios cursados fueron muy distintos pero con un mejor enfoque a la practica pedagogica de la enseñanza de la evolucion ademas de replicable en los diversos establecimientos educacionales;los laboratorios cursados fueron muy distintos pero con un mejor enfoque a la practica pedagogica de la enseñanza de la evolucion ademas de replicable en los diversos establecimientos educacionales
81_7;0;1;3;Femenino. cambie de seccion medainte la inscripcion de ramos y debido a aesto la profesora le parecio pertinente dejarme solo en una asignatura planeadad para realizar todos los trabajos en grupos de 4;cambie de seccion medainte la inscripcion de ramos y debido a aesto la profesora le parecio pertinente dejarme solo en una asignatura planeadad para realizar todos los trabajos en grupos de 4
80_4;0;1;3;Femenino. explicar con mas detalle cuando se explica una herramienta o una tecnologia nueva;explicar con mas detalle cuando se explica una herramienta o una tecnologia nueva
71_2;0;1;3;Femenino. la profesora utilizo metodologias practicas para el aprendizaje de los contenidos de didactica y especialmente evaluacion. nos enseño a usar los planes y programas;la profesora utilizo metodologias practicas para el aprendizaje de los contenidos de didactica y especialmente evaluacion. nos enseño a usar los planes y programas
135_8;0;1;3;Femenino. necesita mejorar los tiempos que tarda en subir las calificaciones a la plataforma;necesita mejorar los tiempos que tarda en subir las calificaciones a la plataforma
23_1;0;1;3;Femenino. demuestra manejo de los conocimientos facilitando el aprendizaje de estos;demuestra manejo de los conocimientos facilitando el aprendizaje de estos
56_6;0;1;2;Femenino. mas puntualidad con las notas de las evaluaciones;mas puntualidad con las notas de las evaluaciones
69_1;0;1;2;Femenino. hacer mas ejercicios y desarrollarlo en conjunto con la clase;hacer mas ejercicios y desarrollarlo en conjunto con la clase
123_7;0;1;2;Femenino. tiene un conocimiento completo de la materia que enseÃ±a;tiene un conocimiento completo de la materia que enseÃ±a
6_7;0;1;2;Femenino. sus clases son una herramienta para no solo ser profesores;sus clases son una herramienta para no solo ser profesores
16_6;0;1;2;Femenino. los modulos analizados eran muy practicos y faciles de entender;los modulos analizados eran muy practicos y faciles de entender
144_7;0;1;2;Femenino. interesante el metodo utilizado para desarrollar sus clases;interesante el metodo utilizado para desarrollar sus clases
27_7;0;1;2;Femenino. espero continue en este semestre impartiendo ingles a icm;espero continue en este semestre impartiendo ingles a icm
107_7;0;1;2;Femenino. excelente docente motiva a interesarse en la asignatura;excelente docente motiva a interesarse en la asignatura
138_7;0;1;2;Femenino. explica de manera clara y entrega material de estudio;explica de manera clara y entrega material de estudio
30_4;0;1;2;Femenino. excelente profesora explica muy bien y resuelve dudas;excelente profesora explica muy bien y resuelve dudas
50_3;0;1;2;Femenino. prrsentar idapositivas de forma mas pausada;prrsentar idapositivas de forma mas pausada
77_1;0;1;2;Femenino. demuestra dominio de los temas planteados;demuestra dominio de los temas planteados
43_4;0;1;2;Femenino. podrian existir mas clases de retroalimentacion;podrian existir mas clases de retroalimentacion
74_8;0;1;2;Femenino. plantea de forma efectiva los ejercicios para practicar;plantea de forma efectiva los ejercicios para practicar
102_4;0;1;2;Femenino. explica muy claro los objetivos del ramo a cumplir y las fechas;explica muy claro los objetivos del ramo a cumplir y las fechas
117_7;0;1;2;Femenino. podria dar un tiempo mas prolongado para la entrega de trabajos;podria dar un tiempo mas prolongado para la entrega de trabajos
51_4;0;1;2;Femenino. demuestra mucho dominio de los contenidos;demuestra mucho dominio de los contenidos
121_7;0;1;2;Femenino. todo bien excepto que nos falto tiempo al ultimo modulo;todo bien excepto que nos falto tiempo al ultimo modulo
112_7;0;1;2;Femenino. una profesional muy derecha para realizar su trabajo;una profesional muy derecha para realizar su trabajo
29_7;0;1;2;Femenino. deberia promover mas la participacion en clases;deberia promover mas la participacion en clases
145_8;0;1;2;Femenino. una buena docente que se maneja en su area;una buena docente que se maneja en su area
98_3;0;1;2;Femenino. continue siendo la excelente profesora que es;continue siendo la excelente profesora que es
117_8;0;1;2;Femenino. indica de forma clara los procedimientos de evaluacion;indica de forma clara los procedimientos de evaluacion
118_4;0;1;2;Femenino. gracias por enseñar hacer un informe decente;gracias por enseñar hacer un informe decente
145_3;0;1;2;Femenino. que reserve las salas antes para no ir a puro wear;que reserve las salas antes para no ir a puro wear
67_8;0;1;2;Femenino. un 7 de profesora! un gusto haber tenido clases con ella;un 7 de profesora! un gusto haber tenido clases con ella
139_4;0;1;2;Femenino. es un buen taller para informarse sobre el mundo laboral;es un buen taller para informarse sobre el mundo laboral
56_4;0;1;2;Femenino. hay contenidos que no tienen buena redaccion;hay contenidos que no tienen buena redaccion
12_2;0;1;2;Femenino. no tuve clases con ella ya que no pude dar el ramo;no tuve clases con ella ya que no pude dar el ramo
30_7;0;1;2;Femenino. sabe mucho la profesora pero a veces son muy parejas sus clases;sabe mucho la profesora pero a veces son muy parejas sus clases
111_3;0;1;2;Femenino. enseño todo en un periodo corto de tiempo;enseño todo en un periodo corto de tiempo
12_6;0;1;2;Femenino. muchas gracias por haberla conocido profesora;muchas gracias por haberla conocido profesora
143_4;0;1;2;Femenino. solo puedo decir que me encantan sus clases;solo puedo decir que me encantan sus clases
39_8;0;1;2;Femenino. se agradece el dominio total de la materia;se agradece el dominio total de la materia
69_7;0;1;2;Femenino. la manera de ejecutar y evaluar la catedra;la manera de ejecutar y evaluar la catedra
8_4;0;1;2;Femenino. no hacer las clases de tanta lectura de power;no hacer las clases de tanta lectura de power
35_4;0;1;2;Femenino. me gusta su forma de enseñar y explicar la materia;me gusta su forma de enseñar y explicar la materia
105_4;0;1;2;Femenino. excelente docente y manejo y dominio de sus topicos;excelente docente y manejo y dominio de sus topicos
89_2;0;1;2;Femenino. docente que no cumple con los horarios de clases establecidos;docente que no cumple con los horarios de clases establecidos
131_2;0;1;2;Femenino. excelente profesora y tambien excelente metodo de enseñanza;excelente profesora y tambien excelente metodo de enseñanza
86_8;0;1;2;Femenino. es buena su forma de explicar el contenido;es buena su forma de explicar el contenido
38_1;0;1;2;Femenino. profesora hace evaluaciones en cada clase;profesora hace evaluaciones en cada clase
142_3;0;1;2;Femenino. docente muy comprometida en que sus alumnos aprendan;docente muy comprometida en que sus alumnos aprendan
7_1;0;1;2;Femenino. como sugerencia: deberia hacer las clases mas pausada;como sugerencia: deberia hacer las clases mas pausada
112_3;0;1;2;Femenino. integra de muy buena manera los contenidos que se nos presentan;integra de muy buena manera los contenidos que se nos presentan
53_2;0;1;2;Femenino. se muestra dominio de todos los contenidos;se muestra dominio de todos los contenidos
54_3;0;1;2;Femenino. super buena profesora espero me haga algun otro ramo;super buena profesora espero me haga algun otro ramo
47_3;0;1;2;Femenino. la clase se realiza en buen ritmo y se permite lluvia de ideas;la clase se realiza en buen ritmo y se permite lluvia de ideas
142_2;0;1;2;Femenino. buena profesora que se da el tiempo de enseñar a cada alumno;buena profesora que se da el tiempo de enseñar a cada alumno
141_3;0;1;1;Femenino. comprendi los contenidos;comprendi los contenidos
35_8;0;1;1;Femenino. una asignatura interesante;una asignatura interesante
57_7;0;1;1;Femenino. es la mejor profesora del semestre;es la mejor profesora del semestre
54_4;0;1;1;Femenino. profesora muy dinamica y dedicada;profesora muy dinamica y dedicada
47_1;0;1;1;Femenino. maneja muy bien su catedra;maneja muy bien su catedra
67_7;0;1;1;Femenino. considero a modo personal;considero a modo personal
113_8;0;1;1;Femenino. espero de corazon tenga un buen retiro;espero de corazon tenga un buen retiro
21_8;0;1;1;Femenino. se olvida lo que le pregunto al instante;se olvida lo que le pregunto al instante
5_7;0;1;1;Femenino. domina muy buen los contenidos;domina muy buen los contenidos
87_7;0;1;1;Femenino. muy conforme con lo eprendido;muy conforme con lo eprendido
80_7;0;1;1;Femenino. debe mejorar su forma de enseÃ±ar;debe mejorar su forma de enseÃ±ar
58_7;0;1;1;Femenino. genera confianza en sus clases;genera confianza en sus clases
75_4;0;1;1;Femenino. profesora comprometida y responsable;profesora comprometida y responsable
71_8;0;1;1;Femenino. la mejor profesora por lejos !;la mejor profesora por lejos !
130_7;0;1;1;Femenino. a veces se le sale lo clasista;a veces se le sale lo clasista
59_1;0;1;1;Femenino. se demora en enviar notas;se demora en enviar notas
65_7;0;1;1;Femenino. sabe mucho pero no es buena pedagoga;sabe mucho pero no es buena pedagoga
100_4;0;1;1;Femenino. me encanto su metodo de evaluacion;me encanto su metodo de evaluacion
87_2;0;1;1;Femenino. la profesora habla muy despacio;la profesora habla muy despacio
70_8;0;1;1;Femenino. no hubo continuidad en el ramo;no hubo continuidad en el ramo
119_3;0;1;1;Femenino. muy buen uso de aprendizaje;muy buen uso de aprendizaje
141_4;0;1;1;Femenino. muy buena disposicion para aclarar dudas;muy buena disposicion para aclarar dudas
102_8;0;1;1;Femenino. buena profesora con mucha capacidad;buena profesora con mucha capacidad
96_3;0;1;1;Femenino. organizar mas salidas a terreno;organizar mas salidas a terreno
47_8;0;1;1;Femenino. son un agrado sus clases;son un agrado sus clases
32_8;0;1;1;Femenino. utiliza variados metodos de evaluacion;utiliza variados metodos de evaluacion
125_7;0;1;1;Femenino. no tengo clases con este docente;no tengo clases con este docente
149_4;0;1;1;Femenino. la mejor jefa de asignatura;la mejor jefa de asignatura
145_7;0;1;1;Femenino. aplica una economia basada en mi carrera;aplica una economia basada en mi carrera
151_4;0;1;1;Femenino. responsable y con buena disposicion;responsable y con buena disposicion
96_8;0;1;1;Femenino. explica de forma clara la materia pasada;explica de forma clara la materia pasada
126_2;0;1;1;Femenino. mezcla la tecnologia con el ingles;mezcla la tecnologia con el ingles
10_4;0;1;1;Femenino. las clases muy didacticas. entretenidas;las clases muy didacticas. entretenidas
146_4;0;1;1;Femenino. docente muy especializada en su area;docente muy especializada en su area
114_4;0;1;1;Femenino. buena profesora y muy amable;buena profesora y muy amable
15_7;0;1;1;Femenino. poco dominio de la asignatura;poco dominio de la asignatura
12_4;0;1;1;Femenino. ojala que siga el proximo semestre;ojala que siga el proximo semestre
73_1;0;1;1;Femenino. conocimientos sobre el ramo;conocimientos sobre el ramo
137_2;0;1;1;Femenino. bibliografia complementaria;bibliografia complementaria
112_4;0;1;1;Femenino. nada que decir sobre la profe;nada que decir sobre la profe
110_4;0;1;1;Femenino. que mantenga su forma de enseñar;que mantenga su forma de enseñar
34_4;0;1;0;Femenino. excelente proferosora;excelente proferosora
14_6;0;1;0;Femenino. al menos para mi;al menos para mi
105_1;0;1;0;Femenino. certamenes muy largos;certamenes muy largos
146_7;0;1;0;Femenino. conoce mucho;conoce mucho
110_8;0;1;0;Femenino. its ok;its ok
91_7;0;1;0;Femenino. no explica muy bien;no explica muy bien
21_6;0;1;0;Femenino. muy entusiasta;muy entusiasta
84_7;0;1;0;Femenino. excelente peofecional;excelente peofecional
23_7;0;1;0;Femenino. clases super didacticas;clases super didacticas
92_8;0;1;0;Femenino. buenaprofesional;buenaprofesional
77_4;0;1;0;Femenino. solo tuvimos una clase;solo tuvimos una clase
27_6;0;1;0;Femenino. docente explicativa;docente explicativa
125_1;0;1;0;Femenino. mas material de apoyo;mas material de apoyo
89_1;0;1;0;Femenino. docencia limitada;docencia limitada
22_6;0;1;0;Femenino. clases super planas;clases super planas
35_6;0;1;0;Femenino. es super buena profe;es super buena profe
114_2;0;1;0;Femenino. confianza con el alumno;confianza con el alumno
73_8;0;1;0;Femenino. muy bien!;muy bien!
43_8;0;1;0;Femenino. responde todo muy bien;responde todo muy bien
6_6;0;1;0;Femenino. asisti a pocas clases;asisti a pocas clases
6_2;0;1;0;Femenino. cambiar la plataforma;cambiar la plataforma
132_3;0;1;0;Femenino. solo siga enseñando;solo siga enseñando
66_2;0;1;0;Femenino. nuy buena profesora;nuy buena profesora
140_8;0;1;0;Femenino. un 7 profe;un 7 profe
40_1;0;1;0;Femenino. poco claro;poco claro
71_4;0;1;0;Femenino. realizar mas test;realizar mas test
16_4;1;0;3;Masculino. buen profe! falta potenciar mas la participacion de mujeres en clases;buen profe! falta potenciar mas la participacion de mujeres en clases
45_1;1;0;3;Masculino. hagan algo para explicar como desarrollar y controlen a los profesores encargados;hagan algo para explicar como desarrollar y controlen a los profesores encargados
33_7;1;0;3;Masculino. siempre mantuvo el control y atencion de todas en sus clases ademas de enseÃ±ar bien;siempre mantuvo el control y atencion de todas en sus clases ademas de enseÃ±ar bien
42_4;1;0;3;Masculino. no tener una actitud tan arrogante al momento de dirigirse a sus estudiantes;no tener una actitud tan arrogante al momento de dirigirse a sus estudiantes
150_3;1;0;3;Masculino. se encarga de explicar bien y de que los estudiantes comprendan la materia;se encarga de explicar bien y de que los estudiantes comprendan la materia
88_8;1;0;3;Masculino. es un docente con mucha capacidad y muy inteligente pero esta lejos de ser un docente con tacto;es un docente con mucha capacidad y muy inteligente pero esta lejos de ser un docente con tacto
64_4;1;0;3;Masculino. el profesor es claro y pragmatico al momento de pasar la materia y realizar su clase;el profesor es claro y pragmatico al momento de pasar la materia y realizar su clase
53_6;1;0;3;Masculino. mucho lenguaje tecnico y exceso de uso de diapositivas en power point;mucho lenguaje tecnico y exceso de uso de diapositivas en power point
48_8;1;0;3;Masculino. muy buen profesor con excelente manejo en el area y una gran paciencia;muy buen profesor con excelente manejo en el area y una gran paciencia
29_3;1;0;3;Masculino. uno de los mejores profesores que he tenido en mi etapa universitaria;uno de los mejores profesores que he tenido en mi etapa universitaria
16_2;1;0;3;Masculino. buen manejo de conocimiento y buenas estrategias para compartirlo con los estudiantes. personalmente me senti muy apoyada y comoda en clases;buen manejo de conocimiento y buenas estrategias para compartirlo con los estudiantes. personalmente me senti muy apoyada y comoda en clases
51_1;1;0;3;Masculino. su metodo de enseñanza es eficiente siempre y cuando no toque la pizarra;su metodo de enseñanza es eficiente siempre y cuando no toque la pizarra
45_3;1;0;3;Masculino. es necesario se actualice en el procedimiento de hacer las clases;es necesario se actualice en el procedimiento de hacer las clases
123_8;1;0;3;Masculino. es un buen profesor ya que muestra dominio del contenido y trata de explicar de forma que entendamos mejor;es un buen profesor ya que muestra dominio del contenido y trata de explicar de forma que entendamos mejor
69_3;1;0;3;Masculino. excelente profesor solo le falta ser mas responsable con la entrega de notas;excelente profesor solo le falta ser mas responsable con la entrega de notas
57_6;1;0;3;Masculino. no da solucion a problemas de gran relevancia a la docencia y practica rural;no da solucion a problemas de gran relevancia a la docencia y practica rural
53_3;1;0;3;Masculino. como investigador o cientifico esta bien pero como docente la verdad deja mucho que desear;como investigador o cientifico esta bien pero como docente la verdad deja mucho que desear
11_7;1;0;3;Masculino. debe ser mas estricto con sus alumnos. centrarlos. si van a clases es a estudiar o que si no;debe ser mas estricto con sus alumnos. centrarlos. si van a clases es a estudiar o que si no
55_6;1;0;3;Masculino. sus clases son entretenidas pero el certamen nos perjudico a muchos;sus clases son entretenidas pero el certamen nos perjudico a muchos
2_6;1;0;3;Masculino. profesor motivador que genera interes en alumnos y da las herramientas para volverse un estudiante bien informado;profesor motivador que genera interes en alumnos y da las herramientas para volverse un estudiante bien informado
